1991 07 05    256.690    331.772    607.693    615.761      5.179
1991 07 06    254.770    329.904    603.867    611.706      5.137
1991 07 07    257.270    329.099    616.075    626.820      8.879
1991 07 08    262.762    343.849    643.119    653.798     11.577
1991 07 09    261.373    367.514    656.255    664.646      8.206
1991 07 10    256.764    374.997    653.840    661.844      6.181
1991 07 11    253.532    372.415    646.463    654.692      5.698
1991 07 12    251.843    365.871    639.161    647.787      6.011
1991 07 13    250.612    356.486    628.095    636.445      5.884
1991 07 14    250.811    341.491    614.319    624.861      6.160
1991 07 15    250.341    331.156    603.068    613.749      6.054
1991 07 16    245.949    331.335    598.098    606.877      5.836
1991 07 17    243.032    338.944    603.578    614.996      5.873
1991 07 18    247.742    389.537    659.679    671.334      6.006
1991 07 19    260.578    487.553    772.903    783.335      6.992
1991 07 20    267.036    508.053    799.401    809.155      6.950
1991 07 21    264.297    484.682    770.759    779.853      6.075
1991 07 22    260.586    462.392    744.146    753.016      5.905
1991 07 23    257.940    457.039    735.775    744.438      5.794
1991 07 24    256.460    444.387    721.276    729.734      5.688
1991 07 25    255.580    429.364    705.019    713.285      5.587
1991 07 26    254.407    414.036    688.180    696.261      5.486
1991 07 27    252.840    397.827    670.069    677.972      5.386
1991 07 28    250.348    367.355    636.779    644.504      5.296
1991 07 29    247.189    349.681    615.658    623.307      5.211
1991 07 30    244.300    359.366    622.178    629.717      5.131
1991 07 31    244.853    372.255    635.333    642.719      5.046
1991 08 01    249.093    375.742    642.774    650.012      4.967
1991 08 02    247.822    363.539    629.022    636.106      4.882
1991 08 03    241.019    350.271    608.675    615.615      4.803
1991 08 04    236.144    323.105    576.359    583.158      4.723
1991 08 05    232.231    306.280    555.368    562.032      4.649
1991 08 06    228.602    311.788    556.995    563.525      4.575
1991 08 07    225.542    312.570    554.469    560.873      4.506
1991 08 08    222.810    312.187    551.110    557.388      4.437
1991 08 09    220.283    311.453    547.614    553.774      4.368
1991 08 10    217.924    310.028    543.605    549.655      4.304
1991 08 11    226.799    353.050    598.408    610.196      5.317
1991 08 12    240.885    401.035    662.195    676.702      6.001
1991 08 13    236.774    403.338    656.915    665.626      4.750
1991 08 14    228.718    397.522    642.461    649.492      4.569
1991 08 15    225.585    387.036    628.589    635.377      4.495
1991 08 16    225.131    376.829    617.680    624.323      4.421
1991 08 17    225.321    365.710    606.515    613.018      4.347
1991 08 18    224.626    339.637    579.513    585.877      4.278
1991 08 19    223.108    322.250    560.381    566.682      4.209
1991 08 20    223.304    331.585    569.692    575.975      4.145
1991 08 21    225.178    341.010    580.781    586.969      4.082
1991 08 22    224.150    346.369    584.893    590.954      4.018
1991 08 23    221.783    346.248    582.201    588.140      3.954
1991 08 24    221.312    341.154    576.437    582.261      3.896
1991 08 25    221.086    318.177    553.029    558.736      3.833
1991 08 26    218.877    299.893    532.348    537.944      3.780
1991 08 27    215.679    301.092    530.150    535.637      3.721
1991 08 28    213.472    297.510    524.182    529.560      3.668
1991 08 29    211.452    292.401    516.867    522.144      3.610
1991 08 30    209.508    287.329    509.682    514.861      3.562
1991 08 31    207.615    282.255    502.533    507.617      3.509
1991 09 01    205.160    263.586    481.238    486.231      3.456
1991 09 02    202.222    252.528    467.075    471.976      3.408
1991 09 03    199.096    260.008    471.267    476.081      3.361
1991 09 04    196.456    260.983    469.437    474.164      3.313
1991 09 05    194.378    262.810    473.191    478.263      4.787
1991 09 06    192.584    265.383    478.064    483.513      6.340
1991 09 07    190.995    264.643    470.008    474.874      4.288
1991 09 08    189.087    245.959    448.059    452.813      3.716
1991 09 09    186.694    231.649    431.151    435.821      3.652
1991 09 10    184.086    236.373    433.071    437.657      3.589
1991 09 11    181.903    236.082    430.404    434.908      3.530
1991 09 12    179.999    233.711    425.946    430.369      3.477
1991 09 13    178.251    230.570    420.878    425.228      3.419
1991 09 14    176.612    226.244    414.738    419.012      3.366
1991 09 15    174.436    207.882    394.025    398.225      3.313
1991 09 16    171.811    196.777    380.126    384.263      3.265
1991 09 17    173.831    218.473    414.585    420.111      7.278
1991 09 18    183.538    258.700    487.700    495.209     16.120
1991 09 19    185.623    277.920    507.923    513.415     16.311
1991 09 20    182.628    283.503    499.605    504.434     12.733
1991 09 21    180.825    280.002    486.055    490.764      9.653
1991 09 22    180.657    259.130    458.345    463.004      6.605
1991 09 23    180.812    246.114    442.398    447.050      4.872
1991 09 24    181.423    257.475    456.746    461.726      5.863
1991 09 25    183.808    263.493    467.723    472.646      7.114
1991 09 26    184.800    262.744    463.611    468.395      5.168
1991 09 27    184.103    259.210    458.641    463.321      4.813
1991 09 28    184.255    253.582    452.855    457.438      4.707
1991 09 29    183.752    233.169    431.645    436.131      4.607
1991 09 30    182.440    219.575    416.459    420.859      4.511
1991 10 01    180.667    224.447    419.283    423.594      4.416
1991 10 02    179.147    224.534    417.583    421.810      4.326
1991 10 03    177.794    223.515    414.957    419.101      4.235
1991 10 04    176.509    222.248    412.152    416.215      4.151
1991 10 05    175.270    219.908    408.337    412.329      4.071
1991 10 06    173.481    203.189    389.597    393.512      3.992
1991 10 07    171.195    193.201    377.096    380.940      3.912
1991 10 08    168.705    201.219    382.406    386.181      3.838
1991 10 09    166.604    203.456    382.326    386.031      3.769
1991 10 10    164.794    203.351    380.210    383.853      3.700
1991 10 11    163.144    201.585    376.595    380.176      3.631
1991 10 12    161.570    197.530    370.771    374.287      3.568
